model,price,depreciation,registration_date,manufactured_year,mileage,road_tax,transmission,deregistration_value,omv,coe,arf,engine_cap,power,curb_weight,number_of_owner,types,features,accessories,descriptions,category,status
Land Rover Discovery Sport 2.0A Si4 SE 7-Seater,"$103,800","$18,910",21-Apr-2017,2016,"109,200 km (18.2k /yr)","$1,212 /yr",Auto,"$60,952","$45,658","$54,405","$55,922","1,999 cc",177.0 kW (237 bhp),"1,841 kg",2,SUV,"Features Powerful 2.0L 4 Cylinders Inline 16 Valve Turbocharged Engine, 9 Speed Auto, Paddle Shifters, Cruise Control, Keyless Entry/Start. View specs of the Land Rover Discovery Sport","Accessories Touchscreen infotainment system with Navi/BT, Electric Seats, terrain response system, Reverse Camera, Power Tailgate, Electric Parking Brake.",Description 1 of the Lowest depreciation. 2 owners with full service history. Bank or in house loan available. We open Monday to Saturday 10 am to 7 pm. Please call us for appointment on Sunday and public holiday. Thank you!,CategoryPARF Car,Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Audi A3 Sedan 1.4A TFSI Ambiente,"$40,800","$16,700",14-Apr-2015,2014,"131,000 km (16.3k /yr)",$624 /yr,Auto,"$21,766","$27,195","$67,749","$15,073","1,395 cc",92.0 kW (123 bhp),"1,310 kg",3,Luxury Sedan,"Features Powerful 1.4L TFSI 4 cylinders turbocharged, 7 speed auto S-tronic, cruise control, dynamic suspension, electromechanical parking brake. View specs of the Audi A3 Sedan (2014-2021)","Accessories Day Running Light, HID Headlights, Climatic AC< Audi MMI with Bluetooth< Multi function Steering and more.","Description Consignment unit. Well maintained by owner. Serviced regularly. No repair needed. Cheap and good car, fuel efficient too. Trade in and loan package available. Call us now to find out more.",CategoryPARF Car,Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Mazda 3 1.5A Deluxe Sunroof,"$38,888","$14,030",17-Aug-2015,2015,"116,319 km (15.2k /yr)",$682 /yr,Auto,"$20,477","$17,287","$56,209","$12,287","1,496 cc",88.0 kW (118 bhp),"1,321 kg",3,Mid-Sized Sedan,"Features Carro Certified. 12 months engine and gearbox warranty, no major accidents, no mileage tampering and 5-day money back guarantee. View specs of the Mazda 3 Sedan (2014-2019)",Accessories All vehicles have gone through a rigorous 160 point inspection to ensure full transparency of the condition the vehicle. Enquire to find out more!,"Description Armed with dashing good looks, he Mazda 3 is also one of the most economical drives you can afford today. The 1.5L engine assures you with fuel efficiency as well as low road tax, meaning you can enjoy longer drives without paying the price. Drop by Carro to view the largest fleet in Singapore with 100% transparency on our vehicle condition, financing options, service add-ons and many more.","CategoryPARF Car, Premium Ad Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Mercedes-Benz GLC-Class GLC300 Coupe 4MATIC,"$268,800","$28,680",19-May-2021,2020,"15,000 km (7.8k /yr)","$1,202 /yr",Auto,"$103,686","$56,414","$60,001","$73,546","1,991 cc",190.0 kW (254 bhp),"1,795 kg",1,SUV,"Features Powerful 2.0L 4 cylinder twin scroll turbocharged engine with 254bhp, acceleration 6.2s (0-100km/h), torque 370nm, 9g-tronic auto transmission. View specs of the Mercedes-Benz GLC300","Accessories 12.3"" digital instrument display, 10.25"" touchscreen central display with Apple CarPlay/Android Auto. Keyless go, steering touch control buttons.","Description Showroom condition. Certified quality standards. Cycle & Carriage unit. Extensive 33-point check by Cycle & Carriage.10 year engine warranty, mileage certification and 3 complimentary servicing sessions by Cycle & Carriage. Fully serviced and maintained by Cycle & Carriage. Buy with an peace of mind. STA inspection/workshop inspection welcome. Flexible financing with high trade in.","CategoryPARF Car, Low Mileage Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Hyundai Elantra 1.6A GLS S,N.A,N.A,21-Jun-2017,2017,N.A.,$738 /yr,Auto,N.A.,"$12,933","$45,201","$12,933","1,591 cc",93.8 kW (125 bhp),"1,345 kg",1,Mid-Sized Sedan,"Features 1.6l DOHC 16v Dual VVT Engine, Smooth 6 Speed Auto Transmission, ABS, SRS Airbags, Traction Control, Knockdown Rear Seats, Keyless Entry/start/stop. View specs of the Hyundai Elantra (2016-2018)",Accessories Keyless Entry. Reverse Camera And Sensors. Leather Seats. Sports Rims. Auto Retractable Side Mirrors. Auto Headlights.,"Description Extremely Low Genuine Mileage With Agent Service Komoco Records! 1 Owner Unit. Super Well Maintained Interior To Exterior, Just Like A Brand New Car With New Car Smell! Original Condition, 100% Accident Free, No Repairs Needed! Hurry Call Us To View This Beauty Hyundai Elantra Now! A Gem Not To Be Missed! Quality Is The Key For Pre-owned Cars, Check On Our Company Reviews On Google!","CategoryPARF Car, Low Mileage Car",SOLD
Volkswagen Scirocco 2.0A TSI Sunroof (COE till 04/2029),"$74,800","$12,390",29-Apr-2009,2009,N.A.,"$1,672 /yr",Auto,"$21,363","$30,871","$35,411","$30,871","1,984 cc",147.0 kW (197 bhp),"1,318 kg",More than 6,Sports Car,"Features 2.0 turbocharged engine, 6 speed DSG wet cutch, steering control, cruise control, paddle shifters, Sunroof. View specs of the Volkswagen Scirocco (2009-2017)",NA,Description Famous pocket rocket beautifully done up by previous owner. Stage 3 tuned with wear & tear all done up. Free pre-purchase checks avail at our workshop! Drive with peace of mind. Well maintained with reputed workshops & performance parts used! Loan & insurance at lowest rate. Guaranteed approval with at least 1 guarantor! Viewing by appointments only. Contact our friendly salesman for more info!,"CategoryCOE Car, Premium Ad Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Toyota Hiace 2.0A DX,N.A,N.A,06-Oct-2022,2022,N.A.,"$1,210 /yr",Auto,N.A.,"$30,450",N.A.,"$1,523","1,998 cc",1,"1,740 kg",1,Bus/Mini Bus,Features View specs of the Toyota Hiace Standard Roof Petrol (2021),NA,"Description 13 seaters standard roof cb bus. Hdb car park $90. Ready stock can immediate register. Come with free 5 years warranty, free servicing, 6 months road tax, free accessories. Fast loan approval. Fast handover. We offer higher trade in value for your existing vehicle. Call now!",CategoryAlmost New Car,SOLD
Kia Cerato K3 1.6A,N.A,N.A,19-Sep-2017,2017,N.A.,$738 /yr,Auto,N.A.,"$12,668","$42,900","$12,668","1,591 cc",95.3 kW (127 bhp),"1,295 kg",1,Mid-Sized Sedan,Features View specs of the Kia Cerato K3 (2013-2018),NA,"Description 1 Owner Unit. The K3's Has A Good Body Control And Handling, Ream Of Room For Rear Passengers And Cargo. It's A Practical Sedan For Everyday Use Or Even As A Family Car With All The Functional Specs. This Unit Comes In Classy Metallic Blackish Brown With Well Maintained Black Interior. Easy Financing With Various Loan Option. Contact Our Sales Advisor For More Details.",CategoryPARF Car,SOLD
Kia Cerato K3 1.6A,"$90,000","$22,610",12-Dec-2016,2016,"93,000 km (14.6k /yr)",$738 /yr,Auto,"$28,381","$14,723","$51,507","$14,723","1,591 cc",95.3 kW (127 bhp),"1,295 kg",3,Mid-Sized Sedan,"Features 1.6L Dual CVVT Engine, 127 Bhp, 6 Speed Auto Transmission, ABS, Airbags, Cruise/traction Control, All Disc Brakes, Auto Headlights/rain Sensors. View specs of the Kia Cerato K3 (2013-2018)","Accessories Leather Seats, 16"" Sports Rims, Factory Fitted Audio System With Steering Controls/Bluetooth/telephony, Reverse Sensors, Solar Film, Fog Lights.","Description 100% Loan Available, Attractive Low Interest Rate. Well Maintained. Highest Trade In Offer, Call For A Viewing.",CategoryPARF Car,Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Porsche 911 Carrera Coupe 3.4A PDK (COE till 07/2032),"$327,999","$35,280",24-Oct-2012,2012,"83,257 km (7.9k /yr)","$3,375 /yr",Auto,"$90,307","$119,082","$97,176","$119,082","3,436 cc",257.0 kW (344 bhp),"1,475 kg",1,Sports Car,"Features 3.4L flat 6 cylinder mated to 7 speed PDK gearbox, all wheel drive producing 344Bhp and 390Nm torque, 0 to 100km/h at 4.7 secs. View specs of the Porsche 911","Accessories Bluetooth phone connectivity, 14-way electric seats with memory. Electric folding mirrors. Multi function steering wheel.","Description Very Rare! One and Only in Town! Only 1 Doctor Owner! Agent Stuttgart Unit, Fully maintained and serviced by Stuttgart. Immaculate condition, lowest genuine mileage at 83k km. Collectible sports car, the 991.1, the last of the NA 911 Carreras. Original paintwork since day 1, all wear and tear replaced. In-house 100% Loan available from 2.98%. Call us now for viewing appointment.","CategoryCOE Car, Premium Ad Car, Low Mileage Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Audi A3 Sedan 1.0A TFSI S-tronic,N.A,N.A,19-Oct-2017,2017,N.A.,$392 /yr,Auto,N.A.,"$24,475","$41,761","$16,265",999 cc,85.0 kW (113 bhp),"1,280 kg",2,Luxury Sedan,"Features Responsive 1.0L 3 cylinders turbocharged engine with 7 speed auto S-tronic, keyless entry & start stop,auto headlights,cruise control, 6 x SRS airbags View specs of the Audi S3 Sportback (2009-2013)","Accessories 18"" alloy wheels, electric seats, auto folding mirrors, Audi MMI with reverse camera and sensors, Bluetooth, rear knockdown seats, Audi drive select","Description EASTER WEEKENE SPECIAL! Management Unit. Genuine low mileage. Fully maintained by agent. Upgraded 18"" alloy wheels. Original paintwork In Sgowroom Condition. Always parked under shelter. Buy with 3 years warranty on engine and gearbox. Full loan available with attractive interest rates!","CategoryPARF Car, Premium Ad Car, Low Mileage Car",SOLD
Mazda 6 2.0A,"$50,800","$15,970",28-Oct-2015,2015,"137,083 km (18.3k /yr)","$1,210 /yr",Auto,"$27,150","$20,531","$58,801","$20,744","1,998 cc",121.0 kW (162 bhp),"1,454 kg",2,Luxury Sedan,Features View specs of the Mazda 6 Sedan (2013-2018),NA,Description 2015 Mazda 6. Low mileage. Well kept. Good paintwork. Need no repair. Easy for short-term use. 100% loan. Low DP. Provide 12 months/20000KM warranty coverage period from the date purchase by Think One Autocare.,"CategoryPARF Car, Premium Ad Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Mitsubishi Fuso Canter FEB71,"$55,800","$18,330",03-May-2016,2016,"219,000 km (31.5k /yr)",N.A.,Manual,"$5,671","$33,858","$18,648","$1,693","2,998 cc",1,"2,500 kg",1,Truck,,,,,
BMW X2 sDrive20i M-Sport X,"$163,800","$19,310",15-Jun-2020,2020,"30,200 km (10.6k /yr)","$1,210 /yr",Auto,"$61,401","$42,060","$32,500","$50,884","1,998 cc",141.0 kW (189 bhp),"1,460 kg",2,SUV,"Features BMW 2.0l turbocharge engine with 189bhp, 220nm of torque. 0-100km/h in 9.6s, top speed of 205km/h, 7 speed Steptronic transmission with paddle shifts. View specs of the BMW X2 (2018-2023)","Accessories M-Sport package, sports rims, audio system, Bluetooth, contactless boot release, LED lights, navigation system, electric tailgate. Alcantara seats.","Description Owner consignment unit, viewing by appointment only. First BMW crossover, bold looks mated with a powerful engine. Fully maintained at BMW agent, extended free servicing till 2025. Flexible loan and insurance options, trade in or consign your current vehicle with us! Call us today to arrange for a viewing!",CategoryPARF Car,Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Hyundai Avante 1.6A GLS S,N.A,N.A,10-Feb-2020,2019,N.A.,$738 /yr,Auto,N.A.,"$14,802","$35,010","$14,802","1,591 cc",93.8 kW (125 bhp),"1,345 kg",1,Mid-Sized Sedan,"Features 1.6L 16V DOHC engine mated with 6 speed automatic transmission delivering 125bhp, airbags, auto headlamp, cruise control. Rear aircon. View specs of the Hyundai Elantra (2016-2018)",Accessories Retractable side mirror. Sports rims. Leather seats. Factory audio player with Apple CarPlay and Android Auto. Reverse camera. Sport rims. Solar film.,"Description S Model, high spec 1 owner unit, maintained and serviced by agent, just serviced on 2/2/23 57986km, well kept interior and exterior, good condition, flexible loan, please call or WhatsApp for viewing.",CategoryPARF Car,SOLD
Audi A7 Sportback 3.0A TFSI Quattro,"$83,800","$31,720",24-Jun-2014,2013,"120,000 km (13.6k /yr)","$2,380 /yr",Auto,"$58,567","$66,859","$65,700","$92,347","2,995 cc",228.0 kW (305 bhp),"1,860 kg",2,Luxury Sedan,"Features 3.0L V6 TFSI Quattro Supercharged, 7 Speed Dual Clutch S-tronic, All Wheel Drive, Cruise And Traction Control, Keyless Start/entry, Pedal Shifters. View specs of the Audi A6 (2011-2018)","Accessories Sport Rims, Park Assist, Cruise Control, Bose Sound System, Navigation With Bt Connectivity, Sunroof, Park Assist, Electric Tailgate.","Description Careful Owner, Agent Maintained, Agent Warranty, Low Depreciation, Fuel Efficiency, Easy Financing, Flexible Loan Available, Accident Free, 6 Months Free Servicing By Reputable Workshop With 40 Years Experience In The Market For A Peace Of Mind, Call For Viewing/test Drive Now.",CategoryPARF Car,Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
BMW 3 Series 328i Sunroof,"$55,800","$23,530",10-Jul-2014,2012,N.A.,"$1,210 /yr",Auto,"$38,588","$44,081","$73,810","$53,714","1,997 cc",180.0 kW (241 bhp),"1,530 kg",2,Luxury Sedan,"Features Powerful and reliable BMW 328i, Well maintained single owner unit, Comes with beautiful red interior seats, Sunroof & heated steering wheel. View specs of the BMW 328i","Accessories Remus exhaust, AP racing brake kits, Bilstein coilovers, 19 inch M-sport rims, Sunroof.",Description Engine 2.0l turbo inline-4 gas horsepower 240 hp at 5000 rpm torque 255 lb-ft at 1250 rpm transmission 8-speed automatic drivetrain rear-wheel drive. Full loans available with high approval rate!,"This car comes with 6-mth Sgcarmart Warranty, the best protection for your car.Ask the dealer to activate the warranty to start the coverage.$0 Repair BillsComprehensive Vehicle Inspection","CategoryPARF Car, Premium Ad Car, Sgcarmart Warranty Cars"
Opel Insignia Grandsport Diesel 1.6A Turbo,N.A,N.A,17-Apr-2018,2017,N.A.,"$1,182 /yr",Auto,N.A.,"$27,089","$37,605","$29,925","1,598 cc",100.0 kW (134 bhp),"1,447 kg",2,Luxury Sedan,"Features 4-cylinder in-line 16 valve DOHC turbocharged, 6 speed (A), 162bhp, torque 250nm, 0-100km/h 9.4s, Auto Tailgate, Rear Aircon, Keyless Start/Entry. View specs of the Opel Insignia Grand Sport Diesel (2017-2022)","Accessories Premium leather seats, 64 colors ambient light, Android Auto/Apple CarPlay, 2-way recording camera, Upgraded 18"" alloy wheels, 3D Nbr Plate included.",Description Shoutout to all! Free 3 years in-house engine and gearbox warranty plus Free 3 years servicing. High trade-in value. Full loan package offer. Well maintained by ex-owner an aircraft engineer. Hurry call our friendly sales consultants for no obligation discussion and viewing before this popular rare diesel model is gone!,"This car comes with 6-mth Sgcarmart Warranty, the best protection for your car.Ask the dealer to activate the warranty to start the coverage.$0 Repair BillsComprehensive Vehicle Inspection","CategoryPARF Car, Sgcarmart Warranty Cars"
